Account: UC - Berkeley,,,,,,,
User: Sam,,,,,,,
Generated On: 02/24/2026,,,,,,,
For Time Period: January 1  2023 - January 1  2024,,,,,,,
Filters: ,,,,,,,
Streams: All,,,,,,,
Groups: All,,,,,,,
Ordered Route: All,,,,,,,
,,,,,,,
,,,,,,,
Serial,Description,Capacity,Stream Type,Reason,Fullness Level at Collection,Collection Time,Note
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,80%,10/3/2023 6:38,-
1516539,W15 Koshland,Smart Max,Compostables,Fullness,60%,10/3/2023 6:46,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,10/3/2023 6:51,-
1515719,W03 Li Ka Shing Hall,Smart Max,Compostables,Fullness,60%,10/3/2023 6:57,-
1514014,U16 Durant Hall,Smart Max,Bottles/Cans,Fullness,80%,10/3/2023 7:19,-
1515769,U12 Upper MLK Union,Smart Max,Bottles/Cans,Fullness,80%,10/3/2023 7:22,-
1514013,W11 Moffitt Library @ Press,Smart Max,Bottles/Cans,Fullness,60%,10/3/2023 7:26,-
1515762,E09- East Asian Library,Smart Max,Bottles/Cans,Age,0%,10/3/2023 7:29,-
1515729,E25 Cronk Gate,Smart Max,Bottles/Cans,Fullness,100%,10/3/2023 7:34,-
1515732,E04 North Gate Entrance,Smart Max,Bottles/Cans,Not Ready,0%,10/3/2023 8:58,-
1515679,U04 Zellerbach,Smart Max,Waste,Fullness,60%,10/3/2023 10:16,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,10/3/2023 10:24,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,80%,10/3/2023 10:25,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,60%,10/3/2023 10:44,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,60%,10/3/2023 13:14,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,10/3/2023 13:16,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,60%,10/3/2023 13:28,-
1515695,E15 Bancroft Library,Smart Max,Waste,Fullness,60%,10/3/2023 13:31,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/3/2023 13:32,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,60%,10/3/2023 13:33,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Not Ready,60%,10/3/2023 13:39,-
2503765,E18 Latimer Courtyard,Smart Max,Waste,Fullness,60%,10/3/2023 13:39,-
1515744,U13 Bancroft Way,Smart Max,Waste,Not Ready,40%,10/3/2023 13:41,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,10/3/2023 13:43,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,80%,10/3/2023 13:46,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,10/3/2023 13:48,-
1515692,U15 Sather Gate,Smart Max,Waste,Not Ready,40%,10/3/2023 13:50,-
1515666,E16 Campanile,Smart Max,Waste,Fullness,60%,10/3/2023 13:54,-
1515703,E09- East Asian Library,Smart Max,Waste,Fullness,60%,10/3/2023 14:26,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,10/3/2023 14:32,-
1515668,E25 Cronk Gate,Smart Max,Waste,Fullness,80%,10/3/2023 14:53,-
1515745,W12 VLSB/Campanile Way,Smart Max,Waste,Fullness,60%,10/3/2023 15:02,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,80%,10/3/2023 15:05,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,60%,10/3/2023 15:07,-
1516557,W15 Koshland,Smart Max,Waste,Fullness,80%,10/3/2023 15:24,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,60%,10/3/2023 15:26,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Not Ready,40%,10/4/2023 7:09,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Not Ready,40%,10/4/2023 7:12,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Not Ready,40%,10/4/2023 7:22,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,60%,10/4/2023 7:25,-
1515679,U04 Zellerbach,Smart Max,Waste,Not Ready,40%,10/4/2023 7:26,-
1515677,U06 Bear's Lair,Smart Max,Waste,Fullness,80%,10/4/2023 7:28,-
1515711,U07 Cal Book Store,Smart Max,Waste,Not Ready,40%,10/4/2023 7:53,-
1515744,U13 Bancroft Way,Smart Max,Waste,Not Ready,20%,10/4/2023 8:06,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/4/2023 10:17,-
1515779,U13 Bancroft Way,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:21,-
1515777,U14 Sproul Hall Steps,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:24,-
1515738,U05 Cesar Chavez,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:28,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,80%,10/4/2023 10:32,-
1515724,U11 Golden Bear Cafe Entry,Smart Max,Bottles/Cans,Not Ready,80%,10/4/2023 10:34,-
1515722,U09 MLK Ramp,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:37,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,100%,10/4/2023 10:38,-
1515773,U07 Cal Book Store,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:38,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,80%,10/4/2023 10:41,-
1515767,U08 MLK Courtyard,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:44,-
1514001,U16 Durant Hall,Smart Max,Compostables,Fullness,60%,10/4/2023 10:45,-
1515752,E29 Campanile East,Smart Max,Compostables,Fullness,60%,10/4/2023 10:49,-
1515739,U17 Dwinelle Plaza Entry,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:51,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,80%,10/4/2023 10:51,-
1515775,U18 Dwinelle Walkway,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 10:53,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Not Ready,40%,10/4/2023 11:28,-
2503767,U26 A&E Sproul,Smart Max,Waste,Not Ready,40%,10/4/2023 11:31,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,80%,10/4/2023 11:39,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,80%,10/4/2023 11:41,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,10/4/2023 11:44,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Fullness,60%,10/4/2023 11:46,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,80%,10/4/2023 11:48,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,80%,10/4/2023 11:50,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,10/4/2023 11:53,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,60%,10/4/2023 11:55,-
1515716,E16 Campanile,Smart Max,Compostables,Fullness,60%,10/4/2023 12:03,-
1503651,E14 Physics,Smart Max,Compostables,Fullness,40%,10/4/2023 12:05,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,10/4/2023 12:08,-
1503638,W08 University Drive,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 12:19,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,10/4/2023 12:24,-
1515726,E15 Bancroft Library,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 12:30,-
2503774,E18 Latimer Courtyard,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 12:37,-
1515692,U15 Sather Gate,Smart Max,Waste,Not Ready,40%,10/4/2023 12:39,-
1514015,E24 Chiet Hall,Smart Max,Bottles/Cans,Age,0%,10/4/2023 12:44,-
1514020,E21 Cafe Think,Smart Max,Bottles/Cans,Fullness,80%,10/4/2023 12:46,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,60%,10/4/2023 13:26,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Not Ready,40%,10/4/2023 13:29,-
1515670,W01 Lower Crescent,Smart Max,Waste,Not Ready,40%,10/4/2023 14:00,-
1503637,E22 May Morrison Hall,Smart Max,Compostables,Fullness,80%,10/4/2023 15:35,-
1515714,"U24 Rice & Bones, Wurster",Smart Max,Compostables,Fullness,80%,10/4/2023 15:37,-
1520928,U23 Law Building west of Heyman Terrace,Smart Max,Compostables,Fullness,80%,10/4/2023 15:41,-
1503641,E19 South Path Drive,Smart Max,Compostables,Fullness,60%,10/4/2023 15:46,-
1520912,E30 Tan Hall North Side,Smart Max,Compostables,Fullness,60%,10/4/2023 15:49,-
1503616,W18 Campanile Way West Entrance,Smart Max,Compostables,Fullness,60%,10/5/2023 4:28,-
1515757,W12 VLSB/Campanile Way,Smart Max,Compostables,Fullness,60%,10/5/2023 4:34,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,10/5/2023 10:36,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,80%,10/5/2023 10:41,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,100%,10/5/2023 10:43,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/5/2023 10:47,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,80%,10/5/2023 10:51,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Fullness,80%,10/5/2023 10:54,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,80%,10/5/2023 10:56,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,10/5/2023 11:02,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,10/5/2023 11:03,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,60%,10/5/2023 11:09,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,10/5/2023 11:16,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,80%,10/5/2023 11:19,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,60%,10/5/2023 12:13,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,80%,10/5/2023 12:16,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,10/5/2023 12:21,-
1516541,E31 South Hall Rd. Near Clock Tower,Smart Max,Compostables,Age,40%,10/5/2023 12:27,-
2503762,E18 Latimer Courtyard,Smart Max,Compostables,Fullness,100%,10/5/2023 12:51,-
2503761,W06 West Circle,Smart Max,Compostables,Fullness,80%,10/5/2023 13:14,-
1515697,E13 Stanley Hall,Smart Max,Waste,Fullness,60%,10/5/2023 13:15,-
1515741,E12 Evans Hall Bus Stop,Smart Max,Waste,Fullness,60%,10/5/2023 13:31,-
2503765,E18 Latimer Courtyard,Smart Max,Waste,Fullness,60%,10/5/2023 13:31,-
1520917,E30 Tan Hall North Side,Smart Max,Waste,Fullness,80%,10/5/2023 13:34,-
1514009,E24 Chiet Hall,Smart Max,Compostables,Fullness,80%,10/5/2023 13:36,-
1503625,E14 Physics,Smart Max,Waste,Fullness,60%,10/5/2023 13:37,-
1514007,E21 Cafe Think,Smart Max,Compostables,Fullness,80%,10/5/2023 13:40,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,10/5/2023 13:40,-
1516556,U28 Wheeler,Smart Max,Waste,Fullness,60%,10/5/2023 13:50,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,80%,10/5/2023 13:53,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,10/5/2023 13:57,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,60%,10/5/2023 14:01,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,80%,10/5/2023 14:02,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,80%,10/5/2023 14:09,-
1515715,E04 North Gate Entrance,Smart Max,Compostables,Fullness,80%,10/5/2023 14:21,-
1515787,E01 California Hall,Smart Max,Compostables,Fullness,60%,10/5/2023 14:30,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,60%,10/5/2023 14:33,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,60%,10/5/2023 14:49,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,10/5/2023 15:01,-
1516538,U28 Wheeler,Smart Max,Compostables,Fullness,60%,10/5/2023 15:26,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,10/5/2023 15:27,-
1520919,E26  Bechtel West Side,Smart Max,Waste,Fullness,80%,10/5/2023 15:33,-
1515701,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Waste,Fullness,80%,10/5/2023 15:34,-
1515700,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Waste,Fullness,80%,10/5/2023 15:37,-
1503632,W08 University Drive,Smart Max,Waste,Fullness,80%,10/5/2023 15:43,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,100%,10/5/2023 15:45,-
1515719,W03 Li Ka Shing Hall,Smart Max,Compostables,Fullness,60%,10/5/2023 15:47,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,10/5/2023 15:50,-
1516539,W15 Koshland,Smart Max,Compostables,Fullness,80%,10/5/2023 15:53,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,10/5/2023 15:55,-
1503614,W08 University Drive,Smart Max,Compostables,Fullness,100%,10/6/2023 4:30,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,100%,10/6/2023 4:37,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,60%,10/6/2023 4:41,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,10/6/2023 4:46,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/6/2023 4:48,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,10/6/2023 5:08,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,60%,10/6/2023 5:11,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Fullness,60%,10/6/2023 5:15,-
1503636,E28 Library/Campanile Way,Smart Max,Compostables,Fullness,60%,10/6/2023 5:21,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Fullness,60%,10/6/2023 5:37,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,10/6/2023 5:40,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,60%,10/6/2023 5:46,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,60%,10/6/2023 5:51,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,10/6/2023 6:01,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,10/6/2023 6:05,-
1515677,U06 Bear's Lair,Smart Max,Waste,Fullness,80%,10/6/2023 6:07,-
1515679,U04 Zellerbach,Smart Max,Waste,Fullness,80%,10/6/2023 6:17,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,100%,10/6/2023 6:39,-
1515778,U15 Sather Gate,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 6:55,-
1515769,U12 Upper MLK Union,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 6:57,-
1515724,U11 Golden Bear Cafe Entry,Smart Max,Bottles/Cans,Fullness,100%,10/6/2023 7:01,-
1515722,U09 MLK Ramp,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 7:04,-
1515772,U06 Bear's Lair,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 7:06,-
1515725,U27 Anthony Hall,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 7:15,-
1503639,E22 May Morrison Hall,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 7:18,-
1516524,U30 Birge Path,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 7:21,-
1514019,U25 Anthropology and Art Practice (B/C),Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 7:24,-
1515760,E23 Glade Path,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 8:47,-
1516531,W17 Mulford Hall,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 8:50,-
2503772,W06 West Circle,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 8:54,-
1514016,W05 Brown’s Cafe,Smart Max,Bottles/Cans,Fullness,100%,10/6/2023 9:01,-
1514013,W11 Moffitt Library @ Press,Smart Max,Bottles/Cans,Fullness,60%,10/6/2023 9:16,-
1516527,U28 Wheeler,Smart Max,Bottles/Cans,Age,0%,10/6/2023 9:28,-
1515732,E04 North Gate Entrance,Smart Max,Bottles/Cans,Fullness,80%,10/6/2023 9:31,-
1515766,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Bottles/Cans,Age,0%,10/6/2023 9:36,-
1516557,W15 Koshland,Smart Max,Waste,Fullness,60%,10/6/2023 10:01,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,100%,10/6/2023 10:05,-
1515669,W03 Li Ka Shing Hall,Smart Max,Waste,Fullness,80%,10/6/2023 10:11,-
1503626,W04 Morgan Hall,Smart Max,Waste,Age,0%,10/6/2023 10:16,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,60%,10/6/2023 10:34,-
1503621,E19 South Path Drive,Smart Max,Waste,Fullness,80%,10/6/2023 10:40,-
1514022,Chiet Hall 2,Smart Max,Waste,Fullness,80%,10/6/2023 10:44,-
1514028,E24 Chiet Hall,Smart Max,Waste,Fullness,100%,10/6/2023 10:47,-
1514029,E21 Cafe Think,Smart Max,Waste,Fullness,80%,10/6/2023 10:54,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,60%,10/6/2023 11:25,-
1503628,E28 Library/Campanile Way,Smart Max,Waste,Fullness,80%,10/6/2023 11:28,-
1515675,U27 Anthony Hall,Smart Max,Waste,Fullness,80%,10/6/2023 11:34,-
1516555,U32 HFA / Hearst Gym - West Side,Smart Max,Waste,Fullness,80%,10/6/2023 11:36,-
2503766,U21 Social Sciences Building,Smart Max,Waste,Fullness,80%,10/6/2023 11:39,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,100%,10/6/2023 11:44,-
1516551,U30 Birge Path,Smart Max,Waste,Fullness,80%,10/6/2023 11:49,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,80%,10/6/2023 11:49,-
1520913,U23 Law Building west of Heyman Terrace,Smart Max,Waste,Fullness,80%,10/6/2023 11:50,-
1503623,E17 Tan/Campbell,Smart Max,Waste,Fullness,80%,10/6/2023 11:58,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,60%,10/6/2023 13:07,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Fullness,60%,10/6/2023 13:08,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,10/6/2023 13:22,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,10/6/2023 13:43,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,60%,10/6/2023 13:44,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,60%,10/6/2023 13:48,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,80%,10/6/2023 15:00,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,80%,10/6/2023 15:10,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/6/2023 15:17,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,10/6/2023 15:24,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,80%,10/7/2023 4:41,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Not Ready,40%,10/7/2023 4:42,-
1515683,E23 Glade Path,Smart Max,Compostables,Fullness,80%,10/7/2023 5:02,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,60%,10/7/2023 5:52,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Fullness,60%,10/7/2023 10:18,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Not Ready,40%,10/7/2023 10:21,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,80%,10/7/2023 10:21,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,60%,10/7/2023 10:23,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,10/7/2023 10:33,-
1514001,U16 Durant Hall,Smart Max,Compostables,Fullness,60%,10/7/2023 10:34,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,10/7/2023 10:36,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,60%,10/7/2023 10:37,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Fullness,100%,10/7/2023 10:38,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,10/7/2023 10:39,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,80%,10/7/2023 10:42,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/7/2023 10:44,-
2503769,U03 Grade Street,Smart Max,Waste,Fullness,60%,10/7/2023 10:46,-
1515670,W01 Lower Crescent,Smart Max,Waste,Fullness,80%,10/7/2023 10:54,-
1516537,U30 Birge Path,Smart Max,Compostables,Fullness,80%,10/7/2023 11:00,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,60%,10/7/2023 11:02,-
1514005,U25 Anthropology and Art Practice (Compost),Smart Max,Compostables,Fullness,80%,10/7/2023 11:03,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,10/7/2023 11:09,-
1503625,E14 Physics,Smart Max,Waste,Fullness,80%,10/7/2023 11:16,-
1515666,E16 Campanile,Smart Max,Waste,Fullness,60%,10/7/2023 11:19,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,10/7/2023 11:41,-
1515748,E12 Evans Hall Bus Stop,Smart Max,Compostables,Not Ready,40%,10/7/2023 12:04,-
1515771,E12 Evans Hall Bus Stop,Smart Max,Bottles/Cans,Age,0%,10/7/2023 12:04,-
1515741,E12 Evans Hall Bus Stop,Smart Max,Waste,Not Ready,20%,10/7/2023 12:04,-
1520916,E30 Soda Hall NW,Smart Max,Waste,Fullness,100%,10/7/2023 13:28,-
1520923,E30 Soda Hall NW,Smart Max,Compostables,Fullness,80%,10/7/2023 13:28,-
1520910,E30 Soda Hall NW,Smart Max,Bottles/Cans,Age,0%,10/7/2023 13:29,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,100%,10/7/2023 13:30,-
1515761,E05 V&A Cafe/Etcheverry,Smart Max,Bottles/Cans,Fullness,80%,10/7/2023 13:31,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Fullness,100%,10/7/2023 13:33,-
1515691,E25 Cronk Gate,Smart Max,Compostables,Not Ready,40%,10/7/2023 13:41,-
1515668,E25 Cronk Gate,Smart Max,Waste,Fullness,60%,10/7/2023 13:42,-
1515714,"U24 Rice & Bones, Wurster",Smart Max,Compostables,Not Ready,0%,10/7/2023 13:47,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Fullness,100%,10/7/2023 13:48,-
1516524,U30 Birge Path,Smart Max,Bottles/Cans,Not Ready,0%,10/7/2023 13:49,-
1516551,U30 Birge Path,Smart Max,Waste,Not Ready,20%,10/7/2023 13:53,-
1503637,E22 May Morrison Hall,Smart Max,Compostables,Not Ready,40%,10/7/2023 13:54,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Not Ready,40%,10/7/2023 13:55,-
2502339,W18 Campanile Way West Entrance,Smart Max,Bottles/Cans,Fullness,80%,10/7/2023 14:03,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Not Ready,0%,10/7/2023 14:06,-
1503616,W18 Campanile Way West Entrance,Smart Max,Compostables,Not Ready,0%,10/7/2023 14:10,-
1515745,W12 VLSB/Campanile Way,Smart Max,Waste,Fullness,60%,10/7/2023 14:14,-
1515699,E01 California Hall,Smart Max,Waste,Not Ready,20%,10/7/2023 14:14,-
1515787,E01 California Hall,Smart Max,Compostables,Not Ready,20%,10/7/2023 14:15,-
1520907,Stadium Gate 4,Smart Max,Bottles/Cans,Fullness,80%,10/8/2023 11:52,-
1520920,Stadium Gate 4,Smart Max,Compostables,Age,40%,10/8/2023 12:05,-
1520911,Stadium Gate 4,Smart Max,Waste,Age,40%,10/8/2023 12:07,-
1520906,Stadium Gate 3,Smart Max,Bottles/Cans,Alert, Alert - Unknown Fullness,10/8/2023 12:13,-
1520914,Stadium Gate 3,Smart Max,Waste,Alert, Alert - Unknown Fullness,10/8/2023 12:13,-
1520925,Stadium Gate 3,Smart Max,Compostables,Fullness,80%,10/8/2023 23:17,-
1516544,U33 Spieker Plaza,Smart Max,Compostables,Fullness,60%,10/9/2023 7:00,-
1515785,U02 Spieker Plaza Center,Smart Max,Compostables,Fullness,80%,10/9/2023 7:05,-
2503763,U03 Grade Street,Smart Max,Compostables,Fullness,60%,10/9/2023 7:07,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Not Ready,0%,10/9/2023 8:06,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,60%,10/9/2023 8:10,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Not Ready,40%,10/9/2023 8:21,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,80%,10/9/2023 8:23,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Not Ready,20%,10/9/2023 8:35,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,10/9/2023 8:39,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,10/9/2023 8:42,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Not Ready,40%,10/9/2023 8:45,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/9/2023 8:58,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,80%,10/9/2023 9:06,-
1515786,U15 Sather Gate,Smart Max,Compostables,Not Ready,40%,10/9/2023 9:08,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Not Ready,40%,10/9/2023 9:12,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Not Ready,40%,10/9/2023 9:14,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,10/9/2023 9:17,-
2503767,U26 A&E Sproul,Smart Max,Waste,Not Ready,40%,10/9/2023 9:30,-
2503760,U26 A&E Sproul,Smart Max,Compostables,Fullness,60%,10/9/2023 9:30,-
1515687,U20 Sproul Hall UCPD,Smart Max,Compostables,Fullness,80%,10/9/2023 9:33,-
2503764,U21 Social Sciences Building,Smart Max,Compostables,Fullness,40%,10/9/2023 10:02,-
1503644,E17 Tan/Campbell,Smart Max,Compostables,Fullness,100%,10/9/2023 10:48,-
1503641,E19 South Path Drive,Smart Max,Compostables,Not Ready,40%,10/9/2023 10:53,-
1516542,E27 Coffee Lab,Smart Max,Compostables,Fullness,100%,10/9/2023 11:17,-
1503651,E14 Physics,Smart Max,Compostables,Fullness,60%,10/9/2023 11:40,-
1515789,E15 Bancroft Library,Smart Max,Compostables,Fullness,60%,10/9/2023 11:43,-
